Province_State,Country_Region,Date,RecoveredCases
Bahamas The,Bahamas The,03/14/2020,0
Greenland,Denmark,03/14/2020,0
New Caledonia,France,03/14/2020,0
Bermuda,United Kingdom,03/14/2020,0
Chad,Chad,03/14/2020,0
El Salvador,El Salvador,03/14/2020,0
Fiji,Fiji,03/14/2020,0
Nicaragua,Nicaragua,03/14/2020,0
Madagascar,Madagascar,03/14/2020,0
Haiti,Haiti,03/14/2020,0
Angola,Angola,03/14/2020,0
Cabo Verde,Cabo Verde,03/14/2020,0
Sint Maarten,Netherlands,03/14/2020,0
Niger,Niger,03/14/2020,0
Papua New Guinea,Papua New Guinea,03/14/2020,0
Isle of Man,United Kingdom,03/14/2020,0
Zimbabwe,Zimbabwe,03/14/2020,0
Northwest Territories,Canada,03/14/2020,0
Cape Verde,Cape Verde,03/14/2020,0
East Timor,East Timor,03/14/2020,0
Eritrea,Eritrea,03/14/2020,0
Uganda,Uganda,03/14/2020,0
Thailand,Thailand,03/15/2020,35
Japan,Japan,03/15/2020,118
Singapore,Singapore,03/15/2020,105
Nepal,Nepal,03/15/2020,1
Malaysia,Malaysia,03/15/2020,42
British Columbia,Canada,03/15/2020,4
New South Wales,Australia,03/15/2020,4
Victoria,Australia,03/15/2020,8
Queensland,Australia,03/15/2020,8
Cambodia,Cambodia,03/15/2020,1
Sri Lanka,Sri Lanka,03/15/2020,1
Germany,Germany,03/15/2020,46
Finland,Finland,03/15/2020,10
United Arab Emirates,United Arab Emirates,03/15/2020,23
Philippines,Philippines,03/15/2020,2
India,India,03/15/2020,13
Italy,Italy,03/15/2020,2335
Sweden,Sweden,03/15/2020,1
Spain,Spain,03/15/2020,517
South Australia,Australia,03/15/2020,3
Belgium,Belgium,03/15/2020,1
Egypt,Egypt,03/15/2020,21
From Diamond Princess,Australia,03/15/2020,0
Lebanon,Lebanon,03/15/2020,1
Iraq,Iraq,03/15/2020,26
Oman,Oman,03/15/2020,9
Afghanistan,Afghanistan,03/15/2020,0
Bahrain,Bahrain,03/15/2020,60
Kuwait,Kuwait,03/15/2020,5
Algeria,Algeria,03/15/2020,12
Croatia,Croatia,03/15/2020,1
Switzerland,Switzerland,03/15/2020,4
Austria,Austria,03/15/2020,6
Israel,Israel,03/15/2020,4
Pakistan,Pakistan,03/15/2020,2
Brazil,Brazil,03/15/2020,0
Georgia,Georgia,03/15/2020,0
Greece,Greece,03/15/2020,8
North Macedonia,North Macedonia,03/15/2020,1
Norway,Norway,03/15/2020,1
Romania,Romania,03/15/2020,9
Estonia,Estonia,03/15/2020,1
San Marino,San Marino,03/15/2020,4
Belarus,Belarus,03/15/2020,3
Iceland,Iceland,03/15/2020,8
Lithuania,Lithuania,03/15/2020,1
Mexico,Mexico,03/15/2020,4
New Zealand,New Zealand,03/15/2020,0
Nigeria,Nigeria,03/15/2020,0
Western Australia,Australia,03/15/2020,0
Ireland,Ireland,03/15/2020,0
Luxembourg,Luxembourg,03/15/2020,0
Monaco,Monaco,03/15/2020,0
Qatar,Qatar,03/15/2020,4
Ecuador,Ecuador,03/15/2020,0
Azerbaijan,Azerbaijan,03/15/2020,6
Armenia,Armenia,03/15/2020,0
Dominican Republic,Dominican Republic,03/15/2020,0
Indonesia,Indonesia,03/15/2020,8
Portugal,Portugal,03/15/2020,2
Andorra,Andorra,03/15/2020,1
Tasmania,Australia,03/15/2020,0
Latvia,Latvia,03/15/2020,1
Morocco,Morocco,03/15/2020,1
Saudi Arabia,Saudi Arabia,03/15/2020,1
Senegal,Senegal,03/15/2020,1
Argentina,Argentina,03/15/2020,1
Chile,Chile,03/15/2020,0
Jordan,Jordan,03/15/2020,1
Ukraine,Ukraine,03/15/2020,0
Hungary,Hungary,03/15/2020,1
Northern Territory,Australia,03/15/2020,0
Liechtenstein,Liechtenstein,03/15/2020,0
Poland,Poland,03/15/2020,0
Tunisia,Tunisia,03/15/2020,0
Bosnia and Herzegovina,Bosnia and Herzegovina,03/15/2020,0
Slovenia,Slovenia,03/15/2020,0
South Africa,South Africa,03/15/2020,0
Bhutan,Bhutan,03/15/2020,0
Cameroon,Cameroon,03/15/2020,0
Colombia,Colombia,03/15/2020,0
Costa Rica,Costa Rica,03/15/2020,0
Peru,Peru,03/15/2020,0
Serbia,Serbia,03/15/2020,0
Slovakia,Slovakia,03/15/2020,0
Togo,Togo,03/15/2020,0
Malta,Malta,03/15/2020,1
Martinique,Martinique,03/15/2020,0
Bulgaria,Bulgaria,03/15/2020,0
Maldives,Maldives,03/15/2020,0
Bangladesh,Bangladesh,03/15/2020,0
Paraguay,Paraguay,03/15/2020,0
Ontario,Canada,03/15/2020,4
Alberta,Canada,03/15/2020,0
Quebec,Canada,03/15/2020,0
Albania,Albania,03/15/2020,0
Cyprus,Cyprus,03/15/2020,0
Brunei,Brunei,03/15/2020,0
Washington,US,03/15/2020,1
New York,US,03/15/2020,0
California,US,03/15/2020,6
Massachusetts,US,03/15/2020,1
Diamond Princess,US,03/15/2020,0
Grand Princess,US,03/15/2020,0
Georgia,US,03/15/2020,0
Colorado,US,03/15/2020,0
Florida,US,03/15/2020,0
New Jersey,US,03/15/2020,0
Oregon,US,03/15/2020,0
Texas,US,03/15/2020,0
Illinois,US,03/15/2020,2
Pennsylvania,US,03/15/2020,0
Iowa,US,03/15/2020,0
Maryland,US,03/15/2020,0
North Carolina,US,03/15/2020,0
South Carolina,US,03/15/2020,0
Tennessee,US,03/15/2020,0
Virginia,US,03/15/2020,0
Arizona,US,03/15/2020,1
Indiana,US,03/15/2020,0
Kentucky,US,03/15/2020,0
District of Columbia,US,03/15/2020,0
Nevada,US,03/15/2020,0
New Hampshire,US,03/15/2020,0
Minnesota,US,03/15/2020,0
Nebraska,US,03/15/2020,0
Ohio,US,03/15/2020,0
Rhode Island,US,03/15/2020,0
Wisconsin,US,03/15/2020,1
Connecticut,US,03/15/2020,0
Hawaii,US,03/15/2020,0
Oklahoma,US,03/15/2020,0
Utah,US,03/15/2020,0
Burkina Faso,Burkina Faso,03/15/2020,0
Holy See,Holy See,03/15/2020,0
Mongolia,Mongolia,03/15/2020,0
Panama,Panama,03/15/2020,0
Kansas,US,03/15/2020,0
Louisiana,US,03/15/2020,0
Missouri,US,03/15/2020,0
Vermont,US,03/15/2020,0
Alaska,US,03/15/2020,0
Arkansas,US,03/15/2020,0
Delaware,US,03/15/2020,0
Idaho,US,03/15/2020,0
Maine,US,03/15/2020,0
Michigan,US,03/15/2020,0
Mississippi,US,03/15/2020,0
Montana,US,03/15/2020,0
New Mexico,US,03/15/2020,0
North Dakota,US,03/15/2020,0
South Dakota,US,03/15/2020,0
West Virginia,US,03/15/2020,0
Wyoming,US,03/15/2020,0
Hubei,China,03/15/2020,54288
Iran,Iran,03/15/2020,4590
Korea South,Korea South,03/15/2020,510
France,France,03/15/2020,12
Guangdong,China,03/15/2020,1304
Henan,China,03/15/2020,1250
Zhejiang,China,03/15/2020,1211
Hunan,China,03/15/2020,1014
Anhui,China,03/15/2020,984
Jiangxi,China,03/15/2020,934
Shandong,China,03/15/2020,741
Diamond Princess,Cruise Ship,03/15/2020,325
Jiangsu,China,03/15/2020,631
Chongqing,China,03/15/2020,570
Sichuan,China,03/15/2020,516
Heilongjiang,China,03/15/2020,453
Denmark,Denmark,03/15/2020,1
Beijing,China,03/15/2020,353
Shanghai,China,03/15/2020,324
Hebei,China,03/15/2020,310
Fujian,China,03/15/2020,295
Guangxi,China,03/15/2020,243
Shaanxi,China,03/15/2020,232
Yunnan,China,03/15/2020,172
Hainan,China,03/15/2020,160
Guizhou,China,03/15/2020,143
Tianjin,China,03/15/2020,133
Shanxi,China,03/15/2020,133
Gansu,China,03/15/2020,91
Hong Kong,China,03/15/2020,81
Liaoning,China,03/15/2020,114
Jilin,China,03/15/2020,91
Czechia,Czechia,03/15/2020,0
Xinjiang,China,03/15/2020,73
Inner Mongolia,China,03/15/2020,71
Ningxia,China,03/15/2020,73
Taiwan*,Taiwan*,03/15/2020,20
Vietnam,Vietnam,03/15/2020,16
Russia,Russia,03/15/2020,8
Qinghai,China,03/15/2020,18
Macau,China,03/15/2020,10
Moldova,Moldova,03/15/2020,0
Bolivia,Bolivia,03/15/2020,0
Faroe Islands,Denmark,03/15/2020,0
St Martin,France,03/15/2020,0
Honduras,Honduras,03/15/2020,0
Channel Islands,United Kingdom,03/15/2020,0
New Brunswick,Canada,03/15/2020,0
Tibet,China,03/15/2020,1
Congo (Kinshasa),Congo (Kinshasa),03/15/2020,0
Cote d'Ivoire,Cote d'Ivoire,03/15/2020,0
Saint Barthelemy,France,03/15/2020,0
Jamaica,Jamaica,03/15/2020,0
Turkey,Turkey,03/15/2020,0
Gibraltar,United Kingdom,03/15/2020,1
Kitsap WA,US,03/15/2020,0
Solano CA,US,03/15/2020,0
Santa Cruz CA,US,03/15/2020,0
Napa CA,US,03/15/2020,0
Ventura CA,US,03/15/2020,0
Worcester MA,US,03/15/2020,0
Gwinnett GA,US,03/15/2020,0
DeKalb GA,US,03/15/2020,0
Floyd GA,US,03/15/2020,0
Fayette GA,US,03/15/2020,0
Gregg TX,US,03/15/2020,0
Monmouth NJ,US,03/15/2020,0
Burlington NJ,US,03/15/2020,0
Camden NJ,US,03/15/2020,0
Passaic NJ,US,03/15/2020,0
Union NJ,US,03/15/2020,0
Eagle CO,US,03/15/2020,0
Larimer CO,US,03/15/2020,0
Arapahoe CO,US,03/15/2020,0
Gunnison CO,US,03/15/2020,0
Kane IL,US,03/15/2020,0
Monroe PA,US,03/15/2020,0
Philadelphia PA,US,03/15/2020,0
Norfolk VA,US,03/15/2020,0
Arlington VA,US,03/15/2020,0
Spotsylvania VA,US,03/15/2020,0
Loudoun VA,US,03/15/2020,0
Prince George's MD,US,03/15/2020,0
Pottawattamie IA,US,03/15/2020,0
Camden NC,US,03/15/2020,0
Pima AZ,US,03/15/2020,0
Noble IN,US,03/15/2020,0
Adams IN,US,03/15/2020,0
Boone IN,US,03/15/2020,0
Dane WI,US,03/15/2020,0
Pierce WI,US,03/15/2020,0
Cuyahoga OH,US,03/15/2020,0
Weber UT,US,03/15/2020,0
Bennington County VT,US,03/15/2020,0
Carver County MN,US,03/15/2020,0
Charlotte County FL,US,03/15/2020,0
Cherokee County GA,US,03/15/2020,0
Collin County TX,US,03/15/2020,0
Jefferson County KY,US,03/15/2020,0
Jefferson Parish LA,US,03/15/2020,0
Shasta County CA,US,03/15/2020,0
Spartanburg County SC,US,03/15/2020,0
Harrison County KY,US,03/15/2020,0
Johnson County IA,US,03/15/2020,0
Berkshire County MA,US,03/15/2020,0
Davidson County TN,US,03/15/2020,0
Douglas County OR,US,03/15/2020,0
Fresno County CA,US,03/15/2020,0
Harford County MD,US,03/15/2020,0
Hendricks County IN,US,03/15/2020,0
Hudson County NJ,US,03/15/2020,0
Johnson County KS,US,03/15/2020,0
Kittitas County WA,US,03/15/2020,0
Manatee County FL,US,03/15/2020,0
Marion County OR,US,03/15/2020,0
Okaloosa County FL,US,03/15/2020,0
Polk County GA,US,03/15/2020,0
Riverside County CA,US,03/15/2020,0
Shelby County TN,US,03/15/2020,0
St. Louis County MO,US,03/15/2020,0
Suffolk County NY,US,03/15/2020,0
Ulster County NY,US,03/15/2020,0
Volusia County FL,US,03/15/2020,0
Fairfax County VA,US,03/15/2020,0
Rockingham County NH,US,03/15/2020,0
Washington D.C.,US,03/15/2020,0
Montgomery County PA,US,03/15/2020,0
Alameda County CA,US,03/15/2020,0
Broward County FL,US,03/15/2020,0
Lee County FL,US,03/15/2020,0
Pinal County AZ,US,03/15/2020,0
Rockland County NY,US,03/15/2020,0
Saratoga County NY,US,03/15/2020,0
Charleston County SC,US,03/15/2020,0
Clark County WA,US,03/15/2020,0
Cobb County GA,US,03/15/2020,0
Davis County UT,US,03/15/2020,0
El Paso County CO,US,03/15/2020,0
Honolulu County HI,US,03/15/2020,0
Jackson County OR ,US,03/15/2020,0
Jefferson County WA,US,03/15/2020,0
Kershaw County SC,US,03/15/2020,0
Klamath County OR,US,03/15/2020,0
Madera County CA,US,03/15/2020,0
Pierce County WA,US,03/15/2020,0
Tulsa County OK,US,03/15/2020,0
Douglas County CO,US,03/15/2020,0
Providence County RI,US,03/15/2020,0
Chatham County NC,US,03/15/2020,0
Delaware County PA,US,03/15/2020,0
Douglas County NE,US,03/15/2020,0
Fayette County KY,US,03/15/2020,0
Marion County IN,US,03/15/2020,0
Middlesex County MA,US,03/15/2020,0
Nassau County NY,US,03/15/2020,0
Ramsey County MN,US,03/15/2020,0
Washoe County NV,US,03/15/2020,0
Wayne County PA,US,03/15/2020,0
Yolo County CA,US,03/15/2020,0
Santa Clara County CA,US,03/15/2020,0
Clark County NV,US,03/15/2020,0
Fort Bend County TX,US,03/15/2020,0
Grant County WA,US,03/15/2020,0
Santa Rosa County FL,US,03/15/2020,0
Williamson County TN,US,03/15/2020,0
New York County NY,US,03/15/2020,0
Montgomery County MD,US,03/15/2020,0
Suffolk County MA,US,03/15/2020,0
Denver County CO,US,03/15/2020,0
Summit County CO,US,03/15/2020,0
Bergen County NJ,US,03/15/2020,0
Harris County TX,US,03/15/2020,0
San Francisco County CA,US,03/15/2020,0
Contra Costa County CA,US,03/15/2020,0
Orange County CA,US,03/15/2020,0
Norfolk County MA,US,03/15/2020,0
Maricopa County AZ,US,03/15/2020,0
Wake County NC,US,03/15/2020,0
Westchester County NY,US,03/15/2020,0
Grafton County NH,US,03/15/2020,0
Hillsborough FL,US,03/15/2020,0
Placer County CA,US,03/15/2020,0
San Mateo CA,US,03/15/2020,0
Sonoma County CA,US,03/15/2020,0
Umatilla OR,US,03/15/2020,0
Fulton County GA,US,03/15/2020,0
Washington County OR,US,03/15/2020,0
Snohomish County WA,US,03/15/2020,0
Humboldt County CA,US,03/15/2020,0
Sacramento County CA,US,03/15/2020,0
San Diego County CA,US,03/15/2020,0
San Benito CA,US,03/15/2020,0
Los Angeles CA,US,03/15/2020,0
King County WA,US,03/15/2020,0
Cook County IL,US,03/15/2020,0
Skagit WA,US,03/15/2020,0
Thurston WA,US,03/15/2020,0
Island WA,US,03/15/2020,0
Whatcom WA,US,03/15/2020,0
Marin CA,US,03/15/2020,0
Calaveras CA,US,03/15/2020,0
Stanislaus CA,US,03/15/2020,0
San Joaquin CA,US,03/15/2020,0
Essex MA,US,03/15/2020,0
Charlton GA,US,03/15/2020,0
Collier FL,US,03/15/2020,0
Pinellas FL,US,03/15/2020,0
Alachua FL,US,03/15/2020,0
Nassau FL,US,03/15/2020,0
Pasco FL,US,03/15/2020,0
Dallas TX,US,03/15/2020,0
Tarrant TX,US,03/15/2020,0
Montgomery TX,US,03/15/2020,0
Middlesex NJ,US,03/15/2020,0
Jefferson CO,US,03/15/2020,0
Multnomah OR,US,03/15/2020,0
Polk OR,US,03/15/2020,0
Deschutes OR,US,03/15/2020,0
McHenry IL,US,03/15/2020,0
Lake IL,US,03/15/2020,0
Bucks PA,US,03/15/2020,0
Hanover VA,US,03/15/2020,0
Lancaster SC,US,03/15/2020,0
Sullivan TN,US,03/15/2020,0
Johnson IN,US,03/15/2020,0
Howard IN,US,03/15/2020,0
St. Joseph IN,US,03/15/2020,0
Knox NE,US,03/15/2020,0
Stark OH,US,03/15/2020,0
Anoka MN,US,03/15/2020,0
Olmsted MN,US,03/15/2020,0
Summit UT,US,03/15/2020,0
Fairfield CT,US,03/15/2020,0
Litchfield CT,US,03/15/2020,0
Orleans LA,US,03/15/2020,0
Pennington SD,US,03/15/2020,0
Beadle SD,US,03/15/2020,0
Charles Mix SD,US,03/15/2020,0
Davison SD,US,03/15/2020,0
Minnehaha SD,US,03/15/2020,0
Bon Homme SD,US,03/15/2020,0
Socorro NM,US,03/15/2020,0
Bernalillo NM,US,03/15/2020,0
Oakland MI,US,03/15/2020,0
Wayne MI,US,03/15/2020,0
New Castle DE,US,03/15/2020,0
Cuba,Cuba,03/15/2020,0
Guyana,Guyana,03/15/2020,0
Australian Capital Territory,Australia,03/15/2020,0
United Kingdom,United Kingdom,03/15/2020,18
Kazakhstan,Kazakhstan,03/15/2020,0
French Polynesia,France,03/15/2020,0
Manitoba,Canada,03/15/2020,0
Saskatchewan,Canada,03/15/2020,0
Ethiopia,Ethiopia,03/15/2020,0
Sudan,Sudan,03/15/2020,0
Kenya,Kenya,03/15/2020,0
Guinea,Guinea,03/15/2020,0
Grand Princess,Canada,03/15/2020,0
Antigua and Barbuda,Antigua and Barbuda,03/15/2020,0
Alabama,US,03/15/2020,0
Uruguay,Uruguay,03/15/2020,0
Ghana,Ghana,03/15/2020,0
Puerto Rico,US,03/15/2020,0
Namibia,Namibia,03/15/2020,0
Seychelles,Seychelles,03/15/2020,0
Trinidad and Tobago,Trinidad and Tobago,03/15/2020,0
Venezuela,Venezuela,03/15/2020,0
Eswatini,Eswatini,03/15/2020,0
Gabon,Gabon,03/15/2020,0
Guatemala,Guatemala,03/15/2020,0
Mauritania,Mauritania,03/15/2020,0
Rwanda,Rwanda,03/15/2020,0
Saint Lucia,Saint Lucia,03/15/2020,0
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,03/15/2020,0
Suriname,Suriname,03/15/2020,0
French Guiana,France,03/15/2020,0
Guam,US,03/15/2020,0
Kosovo,Kosovo,03/15/2020,0
Newfoundland and Labrador,Canada,03/15/2020,0
Prince Edward Island,Canada,03/15/2020,0
Central African Republic,Central African Republic,03/15/2020,0
Congo (Brazzaville),Congo (Brazzaville),03/15/2020,0
Equatorial Guinea,Equatorial Guinea,03/15/2020,0
Mayotte,France,03/15/2020,0
Uzbekistan,Uzbekistan,03/15/2020,0
Netherlands,Netherlands,03/15/2020,2
Nova Scotia,Canada,03/15/2020,0
Guadeloupe,France,03/15/2020,0
Benin,Benin,03/15/2020,0
Liberia,Liberia,03/15/2020,0
Curacao,Netherlands,03/15/2020,0
Somalia,Somalia,03/15/2020,0
Tanzania,Tanzania,03/15/2020,0
Virgin Islands,US,03/15/2020,0
Cayman Islands,United Kingdom,03/15/2020,0
Reunion,France,03/15/2020,0
Barbados,Barbados,03/15/2020,0
Montenegro,Montenegro,03/15/2020,0
Kyrgyzstan,Kyrgyzstan,03/15/2020,0
Mauritius,Mauritius,03/15/2020,0
Aruba,Netherlands,03/15/2020,0
Zambia,Zambia,03/15/2020,0
Djibouti,Djibouti,03/15/2020,0
Gambia The,Gambia The,03/15/2020,0
Montserrat,United Kingdom,03/15/2020,0
Bahamas The,Bahamas The,03/15/2020,0
Greenland,Denmark,03/15/2020,0
New Caledonia,France,03/15/2020,0
Bermuda,United Kingdom,03/15/2020,0
Chad,Chad,03/15/2020,0
El Salvador,El Salvador,03/15/2020,0
Fiji,Fiji,03/15/2020,0
Nicaragua,Nicaragua,03/15/2020,0
Madagascar,Madagascar,03/15/2020,0
Haiti,Haiti,03/15/2020,0
Angola,Angola,03/15/2020,0
Cabo Verde,Cabo Verde,03/15/2020,0
Sint Maarten,Netherlands,03/15/2020,0
Niger,Niger,03/15/2020,0
Papua New Guinea,Papua New Guinea,03/15/2020,0
Isle of Man,United Kingdom,03/15/2020,0
Zimbabwe,Zimbabwe,03/15/2020,0
Northwest Territories,Canada,03/15/2020,0
Cape Verde,Cape Verde,03/15/2020,0
East Timor,East Timor,03/15/2020,0
Eritrea,Eritrea,03/15/2020,0
Uganda,Uganda,03/15/2020,0
Thailand,Thailand,03/16/2020,35
Japan,Japan,03/16/2020,144
Singapore,Singapore,03/16/2020,109
Nepal,Nepal,03/16/2020,1
Malaysia,Malaysia,03/16/2020,42
British Columbia,Canada,03/16/2020,4
New South Wales,Australia,03/16/2020,4
Victoria,Australia,03/16/2020,8
Queensland,Australia,03/16/2020,8
Cambodia,Cambodia,03/16/2020,1
Sri Lanka,Sri Lanka,03/16/2020,1
Germany,Germany,03/16/2020,67
Finland,Finland,03/16/2020,10
United Arab Emirates,United Arab Emirates,03/16/2020,23
Philippines,Philippines,03/16/2020,2
India,India,03/16/2020,13
Italy,Italy,03/16/2020,2749
Sweden,Sweden,03/16/2020,1
Spain,Spain,03/16/2020,530
South Australia,Australia,03/16/2020,3
Belgium,Belgium,03/16/2020,1
Egypt,Egypt,03/16/2020,27
From Diamond Princess,Australia,03/16/2020,0
Lebanon,Lebanon,03/16/2020,1
Iraq,Iraq,03/16/2020,26
Oman,Oman,03/16/2020,9
Afghanistan,Afghanistan,03/16/2020,1
Bahrain,Bahrain,03/16/2020,77
Kuwait,Kuwait,03/16/2020,9
Algeria,Algeria,03/16/2020,12
Croatia,Croatia,03/16/2020,2
Switzerland,Switzerland,03/16/2020,4
Austria,Austria,03/16/2020,6
Israel,Israel,03/16/2020,4
Pakistan,Pakistan,03/16/2020,2
Brazil,Brazil,03/16/2020,1
Georgia,Georgia,03/16/2020,1
Greece,Greece,03/16/2020,8
North Macedonia,North Macedonia,03/16/2020,1
Norway,Norway,03/16/2020,1
Romania,Romania,03/16/2020,9
Estonia,Estonia,03/16/2020,1
San Marino,San Marino,03/16/2020,4
Belarus,Belarus,03/16/2020,3
Iceland,Iceland,03/16/2020,0
Lithuania,Lithuania,03/16/2020,1
Mexico,Mexico,03/16/2020,4
New Zealand,New Zealand,03/16/2020,0
Nigeria,Nigeria,03/16/2020,0
Western Australia,Australia,03/16/2020,0
Ireland,Ireland,03/16/2020,0
Luxembourg,Luxembourg,03/16/2020,0
Monaco,Monaco,03/16/2020,0
Qatar,Qatar,03/16/2020,4
Ecuador,Ecuador,03/16/2020,0
Azerbaijan,Azerbaijan,03/16/2020,6
Armenia,Armenia,03/16/2020,0
Dominican Republic,Dominican Republic,03/16/2020,0
Indonesia,Indonesia,03/16/2020,8
Portugal,Portugal,03/16/2020,3
Andorra,Andorra,03/16/2020,1
Tasmania,Australia,03/16/2020,0
Latvia,Latvia,03/16/2020,1
Morocco,Morocco,03/16/2020,1
Saudi Arabia,Saudi Arabia,03/16/2020,2
Senegal,Senegal,03/16/2020,2
Argentina,Argentina,03/16/2020,1
Chile,Chile,03/16/2020,0
Jordan,Jordan,03/16/2020,1
Ukraine,Ukraine,03/16/2020,0
Hungary,Hungary,03/16/2020,1
Northern Territory,Australia,03/16/2020,0
Liechtenstein,Liechtenstein,03/16/2020,0
Poland,Poland,03/16/2020,13
Tunisia,Tunisia,03/16/2020,0
Bosnia and Herzegovina,Bosnia and Herzegovina,03/16/2020,0
Slovenia,Slovenia,03/16/2020,0
South Africa,South Africa,03/16/2020,0
Bhutan,Bhutan,03/16/2020,0
Cameroon,Cameroon,03/16/2020,0
Colombia,Colombia,03/16/2020,0
Costa Rica,Costa Rica,03/16/2020,0
Peru,Peru,03/16/2020,0
Serbia,Serbia,03/16/2020,1
Slovakia,Slovakia,03/16/2020,0
Togo,Togo,03/16/2020,0
Malta,Malta,03/16/2020,2
Martinique,Martinique,03/16/2020,0
Bulgaria,Bulgaria,03/16/2020,0
Maldives,Maldives,03/16/2020,0
Bangladesh,Bangladesh,03/16/2020,2
Paraguay,Paraguay,03/16/2020,0
Ontario,Canada,03/16/2020,5
Alberta,Canada,03/16/2020,0
Quebec,Canada,03/16/2020,0
Albania,Albania,03/16/2020,0
Cyprus,Cyprus,03/16/2020,0
Brunei,Brunei,03/16/2020,0
Washington,US,03/16/2020,1
New York,US,03/16/2020,0
California,US,03/16/2020,6
Massachusetts,US,03/16/2020,1
Diamond Princess,US,03/16/2020,0
Grand Princess,US,03/16/2020,0
Georgia,US,03/16/2020,0
Colorado,US,03/16/2020,0
Florida,US,03/16/2020,0
New Jersey,US,03/16/2020,1
Oregon,US,03/16/2020,0
Texas,US,03/16/2020,0
Illinois,US,03/16/2020,2
Pennsylvania,US,03/16/2020,0
Iowa,US,03/16/2020,0
Maryland,US,03/16/2020,3
North Carolina,US,03/16/2020,0
South Carolina,US,03/16/2020,0
Tennessee,US,03/16/2020,0
Virginia,US,03/16/2020,0
Arizona,US,03/16/2020,1
Indiana,US,03/16/2020,0
Kentucky,US,03/16/2020,1
District of Columbia,US,03/16/2020,0
Nevada,US,03/16/2020,0
New Hampshire,US,03/16/2020,0
Minnesota,US,03/16/2020,0
Nebraska,US,03/16/2020,0
Ohio,US,03/16/2020,0
Rhode Island,US,03/16/2020,0
Wisconsin,US,03/16/2020,1
Connecticut,US,03/16/2020,0
Hawaii,US,03/16/2020,0
Oklahoma,US,03/16/2020,0
Utah,US,03/16/2020,0
Burkina Faso,Burkina Faso,03/16/2020,0
Holy See,Holy See,03/16/2020,0
Mongolia,Mongolia,03/16/2020,0
Panama,Panama,03/16/2020,0
Kansas,US,03/16/2020,0
Louisiana,US,03/16/2020,0
Missouri,US,03/16/2020,0
Vermont,US,03/16/2020,0
Alaska,US,03/16/2020,0
Arkansas,US,03/16/2020,0
Delaware,US,03/16/2020,0
Idaho,US,03/16/2020,0
Maine,US,03/16/2020,0
Michigan,US,03/16/2020,0
Mississippi,US,03/16/2020,0
Montana,US,03/16/2020,0
New Mexico,US,03/16/2020,0
North Dakota,US,03/16/2020,0
South Dakota,US,03/16/2020,0
West Virginia,US,03/16/2020,0
Wyoming,US,03/16/2020,0
Hubei,China,03/16/2020,55142
Iran,Iran,03/16/2020,4590
Korea South,Korea South,03/16/2020,1137
France,France,03/16/2020,12
Guangdong,China,03/16/2020,1306
Henan,China,03/16/2020,1250
Zhejiang,China,03/16/2020,1216
Hunan,China,03/16/2020,1014
Anhui,China,03/16/2020,984
Jiangxi,China,03/16/2020,934
Shandong,China,03/16/2020,746
Diamond Princess,Cruise Ship,03/16/2020,325
Jiangsu,China,03/16/2020,631
Chongqing,China,03/16/2020,570
Sichuan,China,03/16/2020,516
Heilongjiang,China,03/16/2020,455
Denmark,Denmark,03/16/2020,1
Beijing,China,03/16/2020,360
Shanghai,China,03/16/2020,325
Hebei,China,03/16/2020,310
Fujian,China,03/16/2020,295
Guangxi,China,03/16/2020,248
Shaanxi,China,03/16/2020,233
Yunnan,China,03/16/2020,172
Hainan,China,03/16/2020,161
Guizhou,China,03/16/2020,144
Tianjin,China,03/16/2020,133
Shanxi,China,03/16/2020,133
Gansu,China,03/16/2020,91
Hong Kong,China,03/16/2020,84
Liaoning,China,03/16/2020,115
Jilin,China,03/16/2020,92
Czechia,Czechia,03/16/2020,3
Xinjiang,China,03/16/2020,73
Inner Mongolia,China,03/16/2020,73
Ningxia,China,03/16/2020,75
Taiwan*,Taiwan*,03/16/2020,20
Vietnam,Vietnam,03/16/2020,16
Russia,Russia,03/16/2020,8
Qinghai,China,03/16/2020,18
Macau,China,03/16/2020,10
Moldova,Moldova,03/16/2020,0
Bolivia,Bolivia,03/16/2020,0
Faroe Islands,Denmark,03/16/2020,0
St Martin,France,03/16/2020,0
Honduras,Honduras,03/16/2020,0
Channel Islands,United Kingdom,03/16/2020,0
New Brunswick,Canada,03/16/2020,0
Tibet,China,03/16/2020,1
Congo (Kinshasa),Congo (Kinshasa),03/16/2020,0
Cote d'Ivoire,Cote d'Ivoire,03/16/2020,0
Saint Barthelemy,France,03/16/2020,0
Jamaica,Jamaica,03/16/2020,2
Turkey,Turkey,03/16/2020,0
Gibraltar,United Kingdom,03/16/2020,1
Kitsap WA,US,03/16/2020,0
Solano CA,US,03/16/2020,0
Santa Cruz CA,US,03/16/2020,0
Napa CA,US,03/16/2020,0
Ventura CA,US,03/16/2020,0
Worcester MA,US,03/16/2020,0
Gwinnett GA,US,03/16/2020,0
DeKalb GA,US,03/16/2020,0
Floyd GA,US,03/16/2020,0
Fayette GA,US,03/16/2020,0
Gregg TX,US,03/16/2020,0
Monmouth NJ,US,03/16/2020,0
Burlington NJ,US,03/16/2020,0
Camden NJ,US,03/16/2020,0
Passaic NJ,US,03/16/2020,0
Union NJ,US,03/16/2020,0
Eagle CO,US,03/16/2020,0
Larimer CO,US,03/16/2020,0
Arapahoe CO,US,03/16/2020,0
